age,residence_type,address,education_level,job_type,number_years_at_job,marital_status,num_tickets_purchased,last_ticket_purchase_year,other_tickets_purchased,gym_membership_ind,prior_year_spend,prior_year_spend_external,primary_credit_card,last_activity_social,other_streaming_services,cable_provider,search_history_summary,rating_history,promotion_type,conversion_ind,ltv
32,U,"400 Erin Grove Unit 416, East Sarahhaven, CA 92721",grad_high_school,retail,12,1,2.0,2019.0,"['c', 'c', 'bsb']",1,7.12,55.21,maincard,2021-06-26,3,DefecTV,"['actionbooks.com', 'QSRmarketnews.com', 'nationalwildlifemagazine.com']",,silver,1.0,2282.1285984005194
72,S,"9080 Terry Station, Sellerstown, CA 94099",some_college,retail,12,1,3.0,2018.0,,1,46.72,99.49,maincard,,3,ShrewTube,"['actionfurnituremagazine.com', 'UBCfurniturereport.com', 'premiercampingmagazine.com']",,silver,1.0,1606.7805717915815
42,U,"085 Henderson Circle Unit 233, Villanuevaview, CA 95325",grad_college,,9,1,6.0,2020.0,"['c', 'c', 'p', 'fb', 'bsb', 'fb', 'bxb', 'fb', 'fb', 'c']",0,0.72,111.19,maincard,2022-04-05,1,Fish network,"['premierwrestlerreport.com', 'QSRwrestling.com', 'firstrecipesclips.com', 'firstwrestlingclips.com', 'QSRtech.com']",5,silver,1.0,3585.903991012982
62,U,"3858 Jennifer Ways Unit 571, Nicholasberg, FL 34790",grad_college,marketing,8,1,3.0,2018.0,"['fb', 'c', 'fb', 'bsb', 'fb', 'bxb', 'c', 'fb', 'bsb', 'fb']",1,16.22,145.93,SLAMEX,,2,Infinity,"['dailywrestlingmagazine.com', 'majorbooksclips.com', 'financemagazine.com', 'premierwildlifeclips.com']",,bronze,1.0,2049.6685646760357
32,U,"99033 Hill Summit Apt. 468, Stevenshaven, CA 92567",masters_professional,healthcare,7,1,1.0,2010.0,,1,19.65,27.53,passport,,2,DefecTV,"['techreport.com', 'totalfinancenews.com', 'recipes.com', 'QSRoutdoornews.com', 'QSRcamping.com']",,silver,1.0,1311.1625748540464
43,U,"6304 Susan Trail Apt. 425, South Samanthaport, PA 17611",grad_college,,8,0,0.0,,"['s', 'c', 'fb', 'c', 'fb', 'bxb', 'bsb', 'c', 'bsb', 'bsb']",0,2.53,,,,5,Infinity,"['actionwrestlingreport.com', 'dailymarketreport.com', 'totalfinanceclips.com', 'wrestling.com', 'UBCoutdoor.com']",,bronze,0.0,0.0
71,S,"55785 Chad Flats Apt. 755, South Shawna, CA 91245",grad_college,business,10,1,0.0,,,0,,12.31,SLAMEX,,0,DefecTV,"['UBCwrestlingmagazine.com', 'wildlifemagazine.com', 'dailytechclips.com', 'premierrecipesmagazine.com', 'firstcampinginfo.com']",,gold,1.0,539.2866827712804
62,S,"91529 Clark Tunnel Unit 534, West Robin, CA 92420",grad_college,finance,13,1,2.0,2018.0,"['bsb', 'fb', 'bsb', 'fb', 'c', 'c', 'bsb', 's', 'fb', 'fb']",0,9.66,213.16,passport,,5,Infinity,"['firstsportreport.com', 'QSRwrestlernews.com', 'marketclips.com', 'dailycampingmagazine.com']",,bronze,0.0,0.0
44,U,"2799 Justin Island, Churchbury, CA 96005",phd,education,12,1,0.0,,"['fb', 'bsb', 'c', 'fb', 's', 'fb', 'fb', 'bsb', 'fb', 'c']",0,,231.98,maincard,2018-08-21,2,Spectral,"['QSRtechnews.com', 'totalmarketclips.com', 'UBCwrestling.com']",,gold,0.0,0.0
23,S,"030 Mack Forest Apt. 152, Lesliestad, FL 32868",grad_college,healthcare,2,1,1.0,2022.0,['fb'],1,30.95,99.65,pursuit,2020-09-12,1,Infinity,"['QSRoutdoorreport.com', 'nationalmarket.com', 'globalbooksreport.com']",,bronze,0.0,0.0
33,U,"7193 Steven Grove, Lake Keithstad, CA 95078",no_hs_diploma,retail,12,1,11.0,2017.0,"['fb', 'fb', 'c', 'bsb', 'bxb', 'fb', 'fb', 'fb', 'c', 'fb']",0,4.52,145.05,maincard,2021-07-28,2,Infinity,['globalfightingreport.com'],,bronze,1.0,2411.114438524058
22,U,"207 Gabrielle Spurs, New Eric, CA 95709",some_college,tech,2,0,2.0,2020.0,"['bxb', 'fb', 'fb', 's', 'bsb', 'fb']",0,1.59,201.7,passport,2016-08-02,2,DefecTV,"['nationalfinanceclips.com', 'UBCmarket.com', 'majorfurnituremagazine.com']",,bronze,1.0,2081.454076129515
61,U,"2452 Bailey Light Unit 035, Gabriellechester, WA 98174",grad_college,finance,8,0,0.0,,"['fb', 's', 'fb', 'bxb', 'fb', 'bxb', 'fb', 'bxb', 'fb', 'bsb']",0,,570.71,pursuit,2019-06-28,2,Infinity,"['majorwrestlingmagazine.com', 'wildlifereport.com', 'totaltechinfo.com', 'UBCwrestlerreport.com', 'dailyrecipesinfo.com']",,gold,1.0,1517.522364936466
56,U,"66857 Patrick Hollow, Hortonville, CA 90524",grad_high_school,none,9,1,0.0,,"['fb', 's', 'bxb', 'c', 'p', 'c', 'fb', 'fb', 'bsb', 'fb']",1,27.12,344.06,maincard,2021-05-22,2,Spectral,"['totalcampingmagazine.com', 'UBCcampinginfo.com', 'UBCrecipesinfo.com', 'wrestlingclips.com', 'totaltech.com', 'actionwrestlingmagazine.com']",,bronze,1.0,1885.8277428495621
57,S,"67091 Sarah Run Apt. 257, Port Nicholas, MN 55273",grad_college,marketing,10,1,1.0,2011.0,"['s', 'bsb', 'fb', 'fb', 'c', 'fb', 'fb', 'bsb', 'c', 'fb']",1,17.81,195.45,passport,2019-03-15,3,nan,"['firstsportsclips.com', 'QSRmarketinfo.com', 'premiermarketinfo.com', 'globalpoliticsmagazine.com', 'UBCfinance.com', 'actioncampingmagazine.com']",,silver,1.0,2108.77373023606
53,U,"46963 Allen Well Unit 091, Sandershaven, TX 79561",grad_high_school,childcare,7,1,0.0,,"['fb', 'bsb', 'c', 's', 'bsb', 'c', 'bsb', 'fb', 'fb', 'fb']",0,3.79,491.06,pursuit,2018-10-25,0,Infinity,"['nationalbooksreport.com', 'firstrecipesmagazine.com', 'financeclips.com']",,bronze,1.0,687.7426915683919
52,U,"8735 Irwin Point Unit 690, Brooksshire, IN 47132",grad_high_school,retail,17,1,1.0,2018.0,['fb'],0,27.21,384.58,passport,,1,Infinity,"['totalbooksnews.com', 'totalfurnitureclips.com', 'actiontechinfo.com', 'wildlifeclips.com', 'actionpoliticsinfo.com']",,silver,1.0,2279.8104023495625
52,S,"238 Linda Parkways, Stevenside, CA 94053",masters_professional,healthcare,6,1,4.0,2014.0,"['bxb', 'c']",0,,198.53,maincard,,5,Infinity,"['premiermarketreport.com', 'totalrecipesnews.com', 'nationalcampingreport.com', 'UBCrecipes.com', 'majorbooksmagazine.com', 'majorfurniturenews.com']",,bronze,0.0,0.0
29,S,"49647 York Lodge, Kevinview, CA 90146",grad_high_school,service,9,1,3.0,2012.0,"['fb', 'bsb']",0,19.62,,,,5,nan,"['premierrecipes.com', 'marketinfo.com', 'totalfurnituremagazine.com', 'globalwrestlerreport.com']",,bronze,0.0,0.0
50,U,"71833 Williams Skyway, New Heather, CA 92586",some_college,legal,7,1,0.0,,,1,,6.06,maincard,2018-08-13,2,Infinity,"['dailyrecipesmagazine.com', 'premierfinance.com', 'actionwrestlingnews.com', 'globaloutdoormagazine.com', 'dailybooks.com']",,bronze,0.0,0.0
46,S,"335 Billy Crest, Swansonside, CA 91854",grad_high_school,service,14,1,0.0,,"['bxb', 'fb', 'bxb', 'fb', 'c', 'p']",0,0.98,111.48,maincard,2016-10-26,5,Fish Network,"['QSRwrestlernews.com', 'majorbooksnews.com', 'majorrecipesclips.com', 'globalfurnituremagazine.com']",,bronze,0.0,0.0
23,S,"284 Jackson Flats, Michaelfort, CA 95653",grad_college,healthcare,3,1,0.0,,"['c', 'c', 'p', 'fb', 'bxb']",0,,424.04,passport,2017-04-06,3,DefecTV,"['QSRmarket.com', 'UBCfurniture.com', 'firstcampingmagazine.com', 'dailypoliticsclips.com', 'globalmarketreport.com', 'tech.com', 'nationalcampingreport.com']",,gold,0.0,0.0
73,U,"2279 Porter Greens Unit 038, Teresachester, CA 93387",grad_high_school,none,7,1,0.0,,,0,,176.17,maincard,,1,DefecTV,"['actiontechreport.com', 'firstwildlifeinfo.com', 'actionoutdoorinfo.com', 'dailywildlifemagazine.com']",,bronze,0.0,0.0
60,U,"4770 Jones Passage Apt. 949, Hectorberg, TX 75091",grad_high_school,none,12,1,0.0,,,0,,87.37,SLAMEX,,1,Spectral,"['totalbooksreport.com', 'globaloutdoorclips.com', 'actionwildlifemagazine.com', 'actionpoliticsmagazine.com']",,silver,0.0,0.0
22,U,"720 Rodgers Coves, Howardmouth, CA 90266",no_hs_diploma,service,2,1,0.0,,['bxb'],0,9.82,21.0,pursuit,2019-07-12,3,nan,"['actionmarketinfo.com', 'totalfinance.com', 'furniturereport.com', 'majorwrestlinginfo.com', 'nationaltechnews.com']",,silver,1.0,1471.6162237517374
45,U,"63721 Anthony Spring Apt. 870, West Laura, CA 94036",grad_college,healthcare,9,1,1.0,2016.0,"['bsb', 'c', 'fb', 'fb', 'fb', 'fb', 'c', 'c', 'p', 'bsb']",0,8.32,43.92,pursuit,,4,nan,"['dailyfinanceclips.com', 'nationalrecipesreport.com', 'firstwildlifeinfo.com', 'globalmarketnews.com', 'totalcampinginfo.com', 'dailywrestlerclips.com', 'totalmarket.com']",,silver,1.0,2029.0507283786806
26,S,"0812 Nathan Pass Apt. 393, South Tracy, TX 78141",grad_college,none,6,1,1.0,2016.0,"['p', 'fb', 'fb', 'bsb', 'bxb', 'fb', 'fb', 'bsb', 'fb', 'bsb']",1,,,,2020-01-09,5,Spectral,"['firstsportsinfo.com', 'premierrecipesnews.com', 'politicsinfo.com']",,bronze,0.0,0.0
38,U,"01482 Douglas Village Apt. 453, South Charlesfort, CA 93635",no_hs_diploma,retail,8,1,0.0,,"['bxb', 'bsb', 'bsb', 'fb', 'fb', 'fb', 'c', 'bsb', 's', 'fb']",1,39.43,240.51,SLAMEX,2022-09-30,1,nan,"['sportmagazine.com', 'recipesmagazine.com', 'premieroutdoor.com', 'QSRpoliticsinfo.com', 'nationalcamping.com']",,bronze,1.0,1752.4746653056363
26,U,"1149 Tiffany Forge Apt. 816, Mitchellmouth, CA 92461",grad_college,government,6,1,13.0,2021.0,"['c', 'bxb']",0,,12.03,passport,2019-08-04,1,Spectral,"['techreport.com', 'actionfinancereport.com', 'actionfurnitureinfo.com', 'dailyoutdoorinfo.com']",,gold,1.0,2626.832801528806
60,S,"69584 Mcdowell Mount, East Carl, TX 77267",grad_college,service,8,1,0.0,,,0,,,,2016-10-25,1,Spectral,"['globalcampingmagazine.com', 'actiontech.com', 'UBCrecipes.com']",,bronze,0.0,0.0
56,U,"399 James Lodge Unit 962, Perezmouth, TX 76056",grad_college,tech,7,0,1.0,2016.0,"['c', 'fb', 'bxb', 'fb', 'bsb', 'bsb', 'bsb', 'c', 'fb', 'fb']",1,102.83,379.86,SLAMEX,,1,nan,"['firstpoliticsreport.com', 'nationalrecipesnews.com', 'premierrecipesnews.com', 'totaloutdoor.com', 'nationalfinance.com']",,gold,1.0,2179.589268838136
30,U,"471 Sandra Locks, Kristenchester, TX 79478",grad_high_school,retail,10,1,2.0,2022.0,['bsb'],0,63.12,,,,1,DefecTV,"['UBCcampingnews.com', 'dailyfurniture.com', 'dailyfinancemagazine.com', 'actionoutdoorclips.com', 'premierfinancenews.com', 'QSRfinancemagazine.com', 'UBCfurnitureclips.com']",,gold,1.0,1328.528433155694
33,S,"66052 Norman Mall Unit 365, East Dianeborough, NV 88947",masters_professional,finance,11,1,7.0,2020.0,"['c', 'c', 'bsb', 'fb', 'bxb', 'fb', 'bsb', 's', 'c', 'fb']",0,10.05,9.32,pursuit,2019-09-26,3,Infinity,"['nationalmarketmagazine.com', 'politicsclips.com']",,gold,1.0,2821.3138769929687
36,R,"2850 Thompson Glen Unit 026, New Josephberg, CA 95165",grad_high_school,retail,11,0,0.0,,"['bsb', 'fb', 'bxb']",0,37.69,63.64,SLAMEX,,5,DefecTV,"['majortechreport.com', 'QSRfinancereport.com', 'globalbooksreport.com']",,bronze,1.0,1213.4902988787794
29,S,"891 Sheppard Rue Unit 316, Terryfurt, CA 95098",grad_college,education,7,1,0.0,,"['fb', 'bsb', 'bsb', 'fb', 'c', 'bsb', 'fb', 'bsb', 'fb']",1,,79.74,pursuit,,3,Spectral,"['QSRoutdoornews.com', 'majorcampingnews.com', 'totaloutdoor.com']",,bronze,0.0,0.0
26,U,"1559 Richard Lodge Unit 355, Debrabury, TX 77861",grad_high_school,service,2,0,4.0,2016.0,,1,47.53,73.59,passport,2019-11-29,1,DefecTV,"['majorbooksreport.com', 'QSRfinanceinfo.com', 'firstoutdoorclips.com']",,bronze,0.0,0.0
36,S,"614 Jones Mountain, Lake Victor, CA 92245",grad_college,tech,10,1,15.0,2014.0,['c'],1,10.75,168.86,passport,2021-09-15,2,Spectral,['globalrecipesmagazine.com'],,silver,1.0,2851.907436629313
42,S,"99830 Ryan Vista Apt. 507, North Mary, NV 89140",grad_high_school,service,11,1,28.0,2012.0,"['bsb', 'fb', 'bxb', 'bxb', 'bsb', 'fb', 'fb', 's', 's', 'c']",1,61.55,356.21,maincard,2018-01-20,4,ShrewTube,"['totalfurnitureinfo.com', 'globalbooksreport.com']",,silver,1.0,2310.561084286728
50,S,"8768 Anthony Rest Unit 855, Acostamouth, MA 1004",some_college,service,12,1,0.0,,,1,33.49,40.34,maincard,,1,Infinity,"['globaloutdoornews.com', 'premiermarketmagazine.com', 'dailywildlifemagazine.com']",,silver,1.0,1257.5289823280514
72,S,"369 Jessica Street Apt. 642, Scottstad, WA 98527",grad_high_school,legal,4,1,11.0,2016.0,"['p', 'c', 'bxb']",0,,211.16,locate,,1,Fish Network,"['UBCfurnituremagazine.com', 'premieroutdoornews.com', 'totaltechreport.com', 'globalwrestlingnews.com', 'actioncampinginfo.com', 'wildlifenews.com']",,silver,0.0,0.0
37,U,"4552 Nancy Rapids, New Heather, CA 92586",grad_college,retail,7,0,0.0,,"['fb', 'bsb', 'fb', 'fb', 'c', 'fb', 'c', 'c', 'c', 's']",0,,123.7,pursuit,2018-09-13,1,Infinity,"['majorpoliticsnews.com', 'UBCfinancereport.com']",,silver,0.0,0.0
28,U,"468 Lynch Lock Apt. 230, South Georgeborough, CA 94330",grad_high_school,healthcare,5,1,24.0,2020.0,,0,,,,,2,Infinity,"['sportsreport.com', 'globalfurniturenews.com', 'totalcamping.com', 'firsttechmagazine.com']","5, 3, 5, 5, 5, 5, 4, 3, 5, 5, 3, 5, 5, 4, 5, 5, 5, 4, 4, 5",bronze,1.0,2963.1125670690394
24,U,"1783 Rebecca Port, Joanville, TX 76949",grad_high_school,childcare,4,0,4.0,2017.0,"['fb', 'c', 'fb', 'fb', 'bsb', 'fb', 'bsb', 'bsb', 'bsb']",1,,181.88,pursuit,,4,Spectral,"['sportnews.com', 'nationalpoliticsnews.com', 'nationaloutdoormagazine.com']",1,silver,1.0,1578.9490720177585
39,S,"900 Nancy Fall, East Toddport, CA 90215",grad_high_school,retail,7,1,1.0,2020.0,,0,,,,2022-11-05,0,DefecTV,"['UBCmarketclips.com', 'UBCtechreport.com', 'actiontech.com']",,silver,0.0,0.0
42,U,"20317 Harris Mission, Summermouth, CA 93308",some_college,service,8,1,0.0,,"['p', 'fb', 'bxb', 'fb', 'c']",0,10.43,,,2023-01-30,5,Infinity,"['nationalbooksreport.com', 'QSRmarketinfo.com', 'nationalbooksclips.com']",,gold,0.0,0.0
55,S,"982 Lance Plain, Moodyburgh, TX 77515",grad_college,tech,10,0,4.0,2017.0,"['bxb', 'c', 'bxb', 'fb', 'fb', 's']",0,,75.63,passport,2018-02-08,4,nan,"['majortechmagazine.com', 'totalrecipesnews.com', 'actioncampingmagazine.com', 'nationalpoliticsinfo.com', 'nationalpoliticsclips.com', 'actionfinancemagazine.com']",,silver,0.0,0.0
53,U,"682 Warner Gardens, Summermouth, CA 93308",grad_college,tech,7,1,2.0,2013.0,,1,3.75,129.75,passport,2019-06-13,2,Infinity,['QSRrecipes.com'],,gold,1.0,1888.0548126236622
31,S,"31798 Barnett Terrace Unit 761, Chrisville, CA 94384",no_hs_diploma,marketing,8,1,3.0,2015.0,"['c', 'c', 'fb', 'bsb', 'fb', 'fb', 'p', 'c', 'c', 's']",0,7.76,,,2019-10-01,0,DefecTV,"['totalrecipes.com', 'fightingnews.com', 'nationalwrestlerreport.com', 'majormarketnews.com']",,bronze,0.0,0.0
56,U,"1362 Angela Stream, Hannahstad, TX 76984",grad_college,education,7,1,2.0,2020.0,"['c', 'c', 'fb', 'c', 'fb', 'fb', 'bxb', 'fb', 'fb', 'fb']",1,27.03,292.92,maincard,,3,Spectral,"['QSRrecipesnews.com', 'nationalwrestler.com', 'actionwrestlerreport.com', 'actiontech.com']",,bronze,1.0,2637.3398219836013
33,U,"826 Hayes Cliff, Matthewsstad, NV 89741",no_hs_diploma,service,13,1,25.0,2014.0,"['fb', 'bxb', 'p', 'fb', 'fb']",1,,249.63,pursuit,2016-12-13,4,Spectral,"['globalwildlifeinfo.com', 'dailycamping.com', 'firstwildlife.com', 'dailyrecipesreport.com']",,silver,1.0,1527.1082436398049
37,U,"0031 Green Vista Unit 395, Hannahchester, CA 95786",no_hs_diploma,retail,8,0,1.0,2019.0,"['bsb', 'fb', 'fb', 'bxb', 'bxb', 'bsb', 'bxb', 'fb']",1,,502.02,locate,2019-09-14,3,nan,"['firstwildlifenews.com', 'globalcampingreport.com', 'UBCrecipesreport.com']",,gold,1.0,1545.89386234178
47,U,"37497 Collins Pines, Port Laura, FL 34052",some_college,finance,13,1,0.0,,"['bxb', 'c', 'fb', 'bxb']",1,,76.29,maincard,,1,nan,"['actionoutdoornews.com', 'totalwrestlerclips.com', 'premierrecipesnews.com', 'furnituremagazine.com']",,silver,1.0,1454.0218464319473
55,U,"738 Allen Unions, Adamsfurt, TX 75337",some_college,business,6,1,9.0,2013.0,"['c', 'fb', 'c']",1,,182.37,SLAMEX,2017-09-06,3,nan,"['dailycampinginfo.com', 'UBCmarketnews.com', 'firstsportmagazine.com', 'globalfurniturereport.com', 'dailyoutdoorclips.com']",,silver,0.0,0.0
43,U,"038 Mercado Keys, Christopherfurt, CA 94941",masters_professional,education,13,1,2.0,2021.0,"['fb', 'fb', 'bsb', 'p', 'fb', 'fb', 'fb', 'fb', 'c', 'bxb']",0,5.44,15.71,pursuit,2018-05-04,1,nan,"['outdoornews.com', 'dailytech.com', 'nationalwrestlermagazine.com', 'actionoutdoor.com', 'globaloutdoormagazine.com', 'actionwrestlerclips.com']",,gold,1.0,3610.727699922744
65,U,"28336 Matthew Via Apt. 731, Port Billyfort, TX 76237",masters_professional,government,12,1,0.0,,"['fb', 'bxb', 'c', 'bsb', 'fb', 's', 'bsb', 'c', 'bxb', 'fb']",0,2.7,,,2019-06-21,0,nan,['actiontechnews.com'],,silver,0.0,0.0
60,U,"5941 Kelley Hollow Unit 566, Lisaton, CO 81346",grad_high_school,service,11,1,4.0,2020.0,"['fb', 'fb', 'bsb', 'fb', 'fb', 'fb', 'fb', 'fb', 'fb']",1,5.49,92.34,SLAMEX,,1,Spectral,"['globalbooksmagazine.com', 'books.com', 'premiertechnews.com']","4, 1, 3",silver,1.0,1645.7138243968925
38,S,"4044 David Roads, West Ericfort, FL 34145",grad_college,business,11,1,0.0,,"['c', 'bsb', 'bxb', 'bsb', 's', 'fb', 'bxb', 'fb', 'bxb', 'c']",1,,303.67,pursuit,,1,Sub-optimal,"['actionwrestlingreport.com', 'premierrecipesreport.com', 'firstwrestlerclips.com', 'firstbooksmagazine.com', 'firstbooks.com']",,bronze,0.0,0.0
68,U,"72823 Jackie Port Apt. 137, Arthurchester, FL 33605",grad_college,marketing,12,1,0.0,,"['bsb', 'bxb']",0,,616.56,pursuit,2016-10-11,2,Suboptimal,"['QSRmarket.com', 'firstpoliticsnews.com', 'totalrecipesreport.com', 'actionrecipesinfo.com', 'premierbooksclips.com']",,bronze,0.0,0.0
60,U,"96387 Cheryl Key Unit 122, New Danamouth, CA 95980",grad_college,business,8,1,9.0,2021.0,"['fb', 's', 'bsb', 'fb', 'bxb', 'c', 'c', 'c', 'bxb', 'bsb']",0,39.42,48.9,maincard,2017-01-30,0,Fish Network,"['QSRwrestlinginfo.com', 'QSRcampingmagazine.com', 'majorfurnitureclips.com']",,gold,1.0,3114.5342906906353
53,S,"009 John Walk, East Ashleymouth, CA 94518",grad_high_school,government,6,1,4.0,2015.0,"['fb', 'bxb', 'bxb', 'bxb', 'fb', 'bsb', 'fb', 's', 'fb', 'bxb']",1,,137.7,maincard,2019-08-02,0,Fish Network,"['totalrecipesclips.com', 'dailyfurniture.com', 'premierpoliticsreport.com', 'QSRrecipesclips.com']","4, 3, 4",silver,1.0,1359.4010468833887
48,U,"769 Carl Ramp, Stevenshaven, CA 92567",some_college,service,14,1,1.0,2015.0,['bxb'],0,,,,2016-06-18,3,Infinity,"['nationaltechreport.com', 'UBCfurniturenews.com', 'dailycampingmagazine.com', 'UBCcampinginfo.com', 'premieroutdoor.com']",,silver,0.0,0.0
61,S,"133 Craig Walk, Pageside, CA 94266",some_college,healthcare,14,1,0.0,,"['bxb', 'fb', 'fb', 'fb', 'p', 'fb', 'p', 'fb', 'fb', 'bsb']",0,,55.89,passport,,1,Fish Network,"['actionoutdoorclips.com', 'firstbooksclips.com', 'premierfurnitureinfo.com', 'tech.com']",,bronze,0.0,0.0
47,U,"974 Roger Walk Apt. 146, Carolynchester, CA 91076",grad_high_school,none,10,1,7.0,2010.0,"['fb', 'fb', 'fb', 'c', 'c', 'bxb', 'bsb', 'c', 'c', 'bsb']",0,24.85,218.15,locate,2018-12-16,1,Suboptimal,"['camping.com', 'actionsportreport.com', 'globalpoliticsclips.com', 'actionpolitics.com', 'furnituremagazine.com']",,silver,0.0,0.0
57,S,"120 Collins Coves Apt. 042, New Joshua, OR 97204",grad_high_school,service,13,1,20.0,2014.0,"['fb', 'fb', 'c', 'fb', 'bxb', 'bxb', 's', 'fb', 'fb', 's']",1,26.65,89.06,maincard,2017-10-24,2,Spectral,"['nationalfinanceinfo.com', 'QSRoutdoormagazine.com', 'premierwildlifeclips.com']",,bronze,1.0,1677.6479561585763
35,U,"896 Daniel Throughway Apt. 093, Lake Dannyville, CA 95000",grad_college,business,9,1,22.0,2020.0,"['c', 'fb']",0,15.2,,,,2,Infinity,"['globalpolitics.com', 'premierwrestler.com', 'outdoor.com', 'majorwildlifenews.com']",,silver,0.0,0.0
63,U,"0922 Kennedy Gateway, Sandybury, CA 91787",grad_college,tech,10,1,1.0,2021.0,,1,,,,2019-09-14,2,Infinity,"['totalfurniture.com', 'dailyfurniture.com', 'actionpoliticsnews.com']",,bronze,0.0,0.0
47,S,"957 John Divide Apt. 757, Millerfurt, TX 75141",grad_college,retail,14,1,0.0,,"['c', 'bxb', 'fb', 'bsb', 'fb', 'fb']",1,0.35,111.24,pursuit,2021-02-26,1,DefecTV,"['majorrecipes.com', 'campinginfo.com', 'totalrecipesclips.com', 'QSRwildlifereport.com', 'UBCoutdoornews.com', 'nationalbooksmagazine.com']",,silver,0.0,0.0
27,S,"28230 Thompson Forks, West Veronicamouth, CA 91830",grad_college,healthcare,6,0,0.0,,"['fb', 'bxb', 'c', 'c', 'c']",0,0.75,41.45,maincard,2019-01-16,1,Fish Network,"['QSRrecipesmagazine.com', 'QSRpoliticsinfo.com', 'firstwrestler.com', 'firstbooks.com']",,gold,0.0,0.0
30,S,"95729 Abigail Summit Unit 283, West Huntershire, CA 91598",grad_high_school,,10,1,0.0,,"['p', 'p', 'fb', 's']",1,,,,2017-06-24,5,DefecTV,"['camping.com', 'QSRmarketinfo.com', 'dailyfinance.com', 'totalwrestlingnews.com', 'firstfinanceclips.com', 'QSRcampingnews.com', 'firstmarketinfo.com']",,gold,0.0,0.0
59,U,"17176 Maria Cape Unit 873, Tiffanyside, GA 31767",phd,government,12,1,0.0,,"['bxb', 'fb', 's', 'fb', 'fb', 's']",0,,104.72,maincard,2020-05-26,2,ShrewTube,"['totalwrestlerclips.com', 'QSRtech.com', 'dailytechreport.com']",,gold,1.0,1927.6572639465412
31,U,"345 Emily Avenue Apt. 788, Mitchellfort, TX 78169",some_college,retail,8,1,0.0,,"['bsb', 'fb', 'c', 'bsb']",0,4.92,5.68,passport,,3,nan,"['premiersportmagazine.com', 'globaloutdoor.com', 'totalwrestlingmagazine.com']",,bronze,0.0,0.0
28,U,"9432 Jody Ford Unit 988, Andrewburgh, IN 47302",masters_professional,marketing,6,1,2.0,2014.0,"['bxb', 'p', 's', 'bxb', 's', 'bxb', 'fb']",0,31.56,187.9,maincard,2017-04-23,1,DefecTV,"['technews.com', 'dailypoliticsinfo.com']",,gold,1.0,2529.556361773319
29,U,"703 Johnson Plain Unit 172, Kristinafurt, FL 32736",grad_high_school,business,6,0,0.0,,"['s', 'bsb', 'bsb', 's']",0,,94.25,maincard,2018-02-01,2,nan,"['QSRsportclips.com', 'finance.com', 'majorsport.com', 'campingclips.com', 'firsttechreport.com', 'actionwildlifeinfo.com']",,silver,0.0,0.0
57,U,"094 Burke Road Unit 570, South Jorge, CA 94799",grad_high_school,,9,0,0.0,,"['fb', 'c', 'bsb', 's', 'c', 'c', 'c', 'fb', 'bsb', 'fb']",1,12.76,289.04,SLAMEX,,4,Spectral,"['globalfinancemagazine.com', 'totalfurnitureclips.com', 'firstfurniturereport.com', 'totalmarketnews.com', 'majorfurniture.com']",,gold,1.0,813.4172105334342
61,U,"749 Winters Field Unit 547, Silvastad, CA 91438",grad_high_school,retail,11,1,4.0,2014.0,"['s', 'bxb', 'bsb', 'fb', 's', 'c', 'c', 's', 'bxb', 'c']",0,,60.95,maincard,2019-11-22,1,Infinity,"['campinginfo.com', 'firstfinance.com', 'dailyrecipesinfo.com']",,silver,0.0,0.0
20,U,"67470 Melody Squares Unit 885, New Lorichester, CA 93312",grad_high_school,,1,0,0.0,,['bsb'],1,63.5,15.0,pursuit,2016-11-24,1,Infinity,"['nationaloutdoornews.com', 'firstfurnituremagazine.com', 'actioncampingclips.com']",,gold,1.0,1411.0067153104408
19,U,"098 Hammond Harbor Apt. 427, Allenport, FL 32895",grad_college,education,1,0,0.0,,,0,14.1,365.95,maincard,2020-02-08,5,Infinity,"['globalcampingclips.com', 'totalrecipesreport.com', 'dailyoutdoornews.com']",,silver,0.0,0.0
77,U,"87552 William Squares, Harrisbury, FL 34772",phd,education,12,1,0.0,,"['bsb', 'fb', 's', 'c', 'fb', 's', 'fb', 'bxb', 'c', 'c']",0,7.71,,,,1,nan,"['firstcampingmagazine.com', 'totaltechreport.com', 'QSRfinanceclips.com', 'firstbooksmagazine.com', 'firstwrestlerreport.com', 'nationalrecipesmagazine.com']",,bronze,0.0,0.0
27,S,"9305 Garcia Extension, North Jenniferhaven, CA 93019",masters_professional,government,7,1,12.0,2022.0,['bsb'],0,126.92,118.45,SLAMEX,2016-10-14,1,ShrewTube,"['dailyoutdoorinfo.com', 'firstcampinginfo.com', 'QSRrecipesclips.com', 'majorwildlife.com', 'nationalfinancereport.com']",1,gold,1.0,3817.155003069279
57,S,"3322 Daniel Estate, Port Karenfort, TX 75987",some_college,retail,7,1,0.0,,"['c', 'bsb', 'bsb', 'fb', 'fb', 's', 'fb', 'c', 's', 'fb']",1,3.54,,,2021-04-01,2,Infinity,"['firstfinancemagazine.com', 'globalfurniturenews.com', 'totalmarket.com', 'premierbooksmagazine.com']",,gold,0.0,0.0
